userId,topicId,rating,timestamp
28,12,1,1
28,12,1,1
28,12,1,2
28,12,1,5
28,12,1,3
28,12,1.4,1
29,12,1,6
29,12,1,7
29,12,5,1
44,12,1,54
44,12,1,19
44,12,1.1,202
44,12,1,33
44,12,1,30
44,11,1,13
44,11,1,3
44,11,1,1
44,11,1,1
44,11,2.3,1
44,11,1,1
44,11,1,12
44,11,1,29
44,11,1,60
44,11,1,39
44,11,1,43
44,11,1,8
44,11,1,31
65,11,1,17
30,11,1,2
30,11,1.1,1
30,11,1,1
30,11,1,1
30,11,1.1,1
30,11,1,26
30,11,1.1,23
65,11,1,22
30,10,1,21
30,10,1,2
30,10,1,1
65,10,1,2
65,10,1,1
65,10,1.7,2
29,10,1,2
67,10,1,7
67,10,1.29,2
29,10,4.99,3
29,10,4.15,1
69,10,1,27
69,10,1.65,1
69,10,1.17,15
69,10,1,9
69,10,2.9,1
70,10,1,1
29,10,1,12
29,9,1.49,2
70,9,1,1
70,9,1,1
70,9,1,5
70,9,1,61
70,9,1,1
70,9,2.96,1
70,9,1,1
70,9,1.11,1
70,9,1,1
70,9,1,3
70,9,1,1
70,9,2.28,2
70,9,1,7
70,9,1,10
70,9,1,35
70,9,1,2
70,9,1,3
70,9,1,2
70,9,1.4,1
70,9,1.18,13
70,9,1,2
70,9,1.99,2
70,9,1,40
70,9,1,78
70,9,3.29,96
70,9,1,65
70,9,1,4
70,9,1.67,2
82,9,1.76,46
75,9,1,2
75,8,1,3
75,8,1,6
75,8,1,42
75,8,1,2
75,8,1,4
75,8,1,1
75,8,1,1
75,8,1,18
70,8,1,5
70,8,1,2
89,8,1.48,9
89,8,1.69,4
89,8,1,4
89,8,1,3
89,8,1,3
89,8,1.42,10
89,8,1,6
89,8,2.3,5
89,8,2.3,6
89,8,1.38,2
89,8,1,2
89,8,1,5
89,8,1,4
89,8,1.7,5
89,8,1,2
89,8,2.69,11
89,8,1.7,2
89,8,1.14,2
89,8,1,2
89,8,1,2
89,8,1,2
89,8,1,4
89,8,1,1
89,8,1,6
89,8,1,4
82,8,1.95,2
89,8,1.7,2
89,8,1,5
70,8,1,4
70,8,1,1
70,8,1,1
94,8,1,39
94,8,1,99
94,8,1,2
94,8,1,2
94,8,1,43
96,8,2.38,183
96,8,2.03,144
96,8,1.66,57
96,7,1,13
96,7,1,1
96,7,1,37
96,7,2.5,1
96,7,2.18,1
96,7,1,184
96,7,1,33
99,7,1,29
99,7,1,120
99,7,1.5,6
99,7,1.02,3
99,7,1,2
99,7,1,1
99,7,1,1
99,7,1.22,3
99,7,1,4
99,7,1.06,1
99,7,1,1
99,7,1,96
99,7,1,1
99,7,1,1
99,7,1,2
99,7,1,3
99,7,1,7
99,7,1.48,1
99,7,1,4
99,7,1,10
99,7,2.13,3
99,7,1,5
99,7,1,4
99,7,1,1
99,7,1,1
99,7,1.74,113
99,7,1,139
99,7,1,110
99,7,1.7,60
99,7,1,101
99,7,1.29,70
99,7,1,41
99,6,1,223
99,6,1,73
100,6,2.7,73
100,6,2.9,29
100,6,2.1,3
100,6,1,5
100,6,2.1,74
100,6,1.7,2
100,6,1,2
100,6,1.4,2
100,6,2.9,3
100,6,1.08,92
100,6,1.18,10
100,6,1.54,5
100,6,1.64,1
100,6,1,1
100,6,1.1,1
100,6,2.3,1
100,6,1.45,1
100,6,1.64,1
100,6,1,1
100,6,1.1,2
100,6,1.42,1
100,6,1,39
100,6,1.7,22
100,6,1.31,30
100,6,1,7
100,6,1.7,3
100,6,1,5
100,6,1.9,29
100,6,1.1,69
100,6,1.85,31
100,6,2.3,27
100,6,1.7,27
100,6,1.1,28
100,6,2.9,24
99,6,1,86
29,6,1,23
29,6,1,21
29,6,4.99,19
29,6,1,32
68,6,1.35,25
102,6,1,34
102,6,1.15,68
108,6,1,24
108,6,1.7,64
108,6,1,59
109,6,1,42
109,5,1,31
110,5,1,15
110,5,1,93
110,5,1,23
110,5,1,25
110,5,1,5
110,5,1,2
110,5,1,1
110,5,1.48,2
110,5,1,2
110,5,1.1,7
110,5,1,7
110,5,1,2
110,5,1,1
112,5,1,2
112,5,1,3
112,5,1,1
112,5,1,1
112,5,1,1
112,5,2.3,1
112,5,1,8
112,5,1,67
112,5,1,19
112,5,1,5
112,5,1.91,4
112,5,1.1,1
112,5,2,1
111,5,1,1
102,5,1.66,1
76,5,1,2
40,5,1,1
115,5,1,1
115,5,1.1,1
115,5,1,38
115,5,1,34
111,5,1,87
111,5,1,57
121,5,1.7,6
121,5,1,59
121,5,2.5,9
121,5,1,4
120,5,1.24,7
119,5,1,3
117,5,1,6
117,5,1.7,4
117,5,1,4
123,5,1,3
124,5,1,5
125,5,2.1,5
128,5,3.74,4
128,5,2.5,4
125,5,1,3
128,5,1.71,2
128,5,1.92,5
128,5,1.7,5
128,5,1,2
128,5,1.37,3
128,5,2.61,51
128,5,3.37,7
128,5,1.89,1
128,5,1.4,2
128,5,2.81,2
126,5,2,2
126,5,2.3,4
126,5,2.3,1
126,5,1.7,2
126,5,1,2
126,5,2.3,1
126,5,2.5,2
126,5,1.04,2
126,5,1.7,2
126,5,1.17,37
126,5,2.1,30
126,5,1,31
126,5,1.7,28
126,5,1,72
126,5,2.3,64
126,5,2.3,25
126,5,1.7,38
126,5,2,44
126,5,3.5,31
126,5,1,19
126,5,1,42
126,5,2.7,21
126,5,1,3
126,5,2.3,4
126,5,1.38,2
126,5,1.9,2
126,5,1.7,1
126,5,1.19,3
126,5,1,2
126,5,2.1,2
126,5,1,1
126,5,2.1,1
126,5,1,1
126,5,1.9,35
126,5,1,47
111,5,1,48
146,5,1.05,54
147,5,1.12,27
147,5,1,24
116,5,2.19,92
120,5,1.52,66
120,5,1.83,10
120,5,1.63,5
148,5,1.7,33
148,5,1.7,30
148,5,1,20
148,5,1.85,19
148,5,1.64,37
148,5,1,16
148,5,1,22
148,5,1.4,40
148,5,1.9,64
148,5,1.7,34
148,5,1,16
148,5,1.1,9
148,5,1,13
148,5,1.7,25
148,5,1.1,2
148,5,1,19
148,5,2.3,18
148,5,1.7,21
148,5,1,71
148,5,2.9,88
148,5,1,31
148,5,1,39
148,5,1.3,96
148,5,1,12
148,5,1.7,48
148,5,1,106
148,5,1.1,16
148,5,2.1,33
149,5,1.55,23
144,5,1.07,39
144,5,1,23
144,5,1,20
144,5,1,33
144,5,1.9,11
144,5,1.64,15
144,5,1,24
144,5,1.7,71
144,5,1.3,98
144,5,1,29
144,5,1.3,28
144,5,1,22
144,5,1.43,28
144,4,2.6,58
144,4,1.7,4
144,4,1,3
144,4,1.9,2
144,4,1,4
144,4,2.3,2
144,4,2.21,1
144,4,1,5
144,4,1.1,9
144,4,1.86,95
144,4,1.82,2
144,4,1,1
144,4,1.2,1
144,4,1.1,314
144,4,2.3,25
144,4,2.3,18
151,4,1,135
151,4,2,28
151,4,1.4,19
151,4,1,1
151,4,1,1
151,4,1,1
151,4,1,35
149,4,2.57,101
149,4,1,56
149,4,1.9,22
149,4,1,25
149,4,1,48
149,4,1.34,9
149,4,1.98,2
149,4,1.84,2
149,4,1,1
149,4,1.41,448
149,4,1.08,8
149,4,1.18,11
149,3,1,135
149,3,1.93,75
149,3,1.16,92
149,3,1.55,4
149,3,1.08,1
149,3,1,1
149,3,1.32,3
149,3,1.7,2
149,3,1.7,12
149,3,1,1
149,3,2.39,62
149,3,1,7
149,3,1.67,1
149,3,1,23
149,3,1,105
149,2,2.16,53
149,2,2.31,3
151,2,1,20
151,2,1,42
157,2,1,11
155,2,1,17
149,2,1,11
149,2,2.9,11
149,2,1.4,12
159,2,1,49
159,2,1,60
159,2,1.4,15
82,2,1.01,9
161,2,3.08,20
161,2,1.22,40
161,2,2.1,20
161,2,2.6,4
161,2,1,7
161,2,1.7,4
161,2,1,5
161,2,1,81
161,2,2.3,190
161,2,1,11
161,2,1.4,14
161,2,1.7,4
161,2,1,3
161,2,1.7,2
161,2,2.9,3
161,2,2.7,12
161,2,1.5,12
161,2,1,12
161,2,1.68,12
161,2,1,6
161,2,1.9,6
161,2,2.1,17
161,2,1.1,17
161,2,1.7,16
161,2,1.9,16
161,2,1.7,9
161,2,1,9
161,2,1,17
161,2,1,17
161,2,1,24
161,2,1.4,24
161,2,1.41,11
161,2,1,11
163,2,1.44,6
169,2,1,8
169,2,1,4
169,2,1,2
169,2,1,5
169,2,1,4
169,2,1,4
169,2,1,2
169,2,1,1
169,2,1,2
169,2,1.07,2
169,2,1,1
169,2,1,5
169,2,1,5
169,2,1,19
169,2,1,3
169,2,2.98,1
169,2,1,1
169,2,1.08,18
169,2,2.54,51
169,2,1,4
169,2,1,1
169,2,1.22,1
169,2,1,6
169,2,1,31
169,2,1,13
169,2,1,10
169,2,1,10
169,2,1,19
169,2,1,19
169,2,2.12,3
169,2,1,2
169,2,2.54,17
169,2,1,6
169,2,1,2
167,2,1,1
171,2,1,43
165,2,1.7,14
165,2,1.1,11
165,2,1.5,21
165,2,1,11
165,2,1,11
165,2,1,10
169,2,1,21
169,2,1,9
169,2,1,70
158,1,1,73
178,1,1.7,174
178,1,1.9,46
116,1,1.14,2
178,1,2.9,7
178,1,1.1,1
178,1,1.7,10
178,1,1,2
178,1,1,101
178,1,1.18,29
178,1,3.5,2
178,1,1,2
178,1,1.7,1
178,1,2.9,1
178,1,1,1
178,1,2.7,18
178,1,1.9,2
178,1,1.65,1
178,1,1.1,1
178,1,2.1,1
178,1,1,16
178,1,1.7,13
178,1,1,104
178,15,1.7,58
178,15,1.63,156
178,15,1.3,51
178,15,1.1,95
181,15,2.1,8
181,15,1.17,40
185,15,1.37,35
179,15,1.16,20
179,15,1,9
179,15,1.83,1
179,15,1.69,170
179,15,2.25,8
179,15,1.77,60
179,15,1.79,12
179,15,1.75,19
179,15,1.5,9
179,15,2.11,15
179,15,2.18,60
179,15,1,19
179,15,3.63,120
179,15,2.1,82
179,15,1.4,167
179,15,1.39,57
179,15,1.97,184
179,15,1.02,24
179,15,1.22,12
179,15,1.93,13
179,15,1.55,9
179,15,2.67,8
183,15,1.07,20
183,15,1,7
183,15,1,21
183,15,1,4
183,15,2.7,9
183,15,1,9
183,15,1.22,6
183,15,1,2
183,15,1.9,3
183,15,1.7,34
183,15,2.25,58
183,15,3.34,36
183,15,1.19,47
183,15,1,99
183,15,1.13,12
183,15,1,30
183,15,1.76,9
183,15,1.14,29
183,15,1,7
183,15,1,28
183,15,1,49
187,15,1.42,142
187,15,1,66
187,15,1.7,61
187,15,1,104
188,15,1,12
187,15,1.83,39
192,15,1,96
195,15,1,7
195,15,1.7,7
195,15,2.05,22
195,15,2.33,2
195,15,1.85,1
195,15,1.1,2
195,15,1,1
195,15,1.99,2
195,15,1,6
195,15,1,9
195,15,1,4
195,15,1.79,9
198,15,1.5,1
198,15,1,1
198,15,1,62
198,15,1.22,3
198,15,1,3
198,15,1.26,2
198,15,1.22,50
198,15,1,9
198,15,2.3,95
198,35,2,1
198,35,1,15
198,35,1,2
198,35,1.25,2
198,35,1,56
198,35,1,38
198,35,1,1
198,35,1,1
198,35,1,7
198,35,1,25
198,35,1,1
198,35,1,20
198,35,1,3
198,35,1,3
198,35,1,4
198,35,1,7
198,35,1,28
198,35,1.02,11
198,35,1,9
198,35,1,1
179,35,1.14,1
179,35,1.29,2
179,35,1.7,2
179,35,1,23
179,35,1,152
179,35,1.7,4
63,35,1,3
63,35,1.48,8
63,35,1,1
63,35,1,30
63,35,1,6
63,35,1,2
63,35,1.53,1
63,35,1,17
63,35,1,1
63,35,1.67,5
63,35,2.01,27
63,35,1,4
203,35,1,15
203,35,1.7,7
203,35,2.16,8
203,35,1,7
203,35,2,1
203,35,1.45,2
203,35,1,2
203,35,2.9,12
203,35,1.62,1
203,35,1.24,2
203,35,1,9
203,35,1.1,4
203,35,1.42,3
203,35,1,7
203,35,2.1,14
203,35,2.3,1
203,35,1,8
203,35,1,7
203,35,1,3
203,35,1.7,2
203,35,2.3,4
203,35,1,27
203,35,2.9,2
203,35,1,11
203,35,2.02,3
203,35,1.64,5
203,35,1.02,1
203,35,1.58,8
203,35,1.28,3
203,35,1,36
203,35,1.7,1
203,35,2.1,17
203,35,1,2
203,35,1.61,12
203,35,1,27
68,35,2.62,3
68,35,1.87,6
68,35,1,5
68,35,3.01,11
68,35,1,6
68,35,1.59,14
68,35,1.61,3
68,35,1.96,5
68,35,1.81,4
68,35,1,4
68,35,1,8
68,35,1.77,7
68,35,1,9
68,35,2.65,6
68,35,3.5,1
68,35,1.24,2
68,6,1.78,223
68,6,1,73
68,6,1.24,73
68,6,1.37,29
68,6,4.99,3
68,6,2.62,5
68,6,2.88,74
68,6,1.36,2
68,6,1,2
68,6,1,2
68,6,1,3
68,6,1,92
68,6,1.32,10
68,6,2.31,5
204,6,1.16,1
206,6,1.43,1
206,6,2.3,1
206,6,1,1
206,6,1.26,1
206,6,1,1
206,6,2.91,1
206,6,1,2
206,6,1.82,1
206,6,2.3,39
206,6,1.76,22
206,6,1.93,30
206,6,2.06,7
206,6,2.29,3
206,6,2.73,5
206,6,1,29
206,6,1.7,69
206,6,2.4,31
206,6,2.9,27
206,6,1,27
206,6,1.15,28
206,6,1.3,24
206,6,1.66,86
206,6,1.3,23
206,6,1.25,21
206,6,1,19
206,6,2.12,32
206,6,1.67,25
209,6,1.19,34
208,6,1,68
208,6,1,24
208,6,1.1,64
208,6,1,59
208,6,1,42
208,34,1,2
109,34,1,4
109,34,1,15
109,34,1,7
109,34,1.01,7
109,34,1.38,13
109,34,2.3,2
109,34,1.42,17
109,34,1,42
109,34,1.43,15
109,34,1,11
109,34,1,2
109,34,1.62,7
109,34,1,108
109,34,1,76
212,34,1,11
212,34,1,3
212,34,1,3
213,34,1,14
163,34,1,10
163,34,1.4,11
163,34,1,7
163,34,1,16
163,34,2.1,6
163,34,1.1,4
163,34,1.38,4
163,34,1.48,5
163,34,1.19,15
163,34,1,15
163,34,1.7,8
163,34,1.4,7
63,34,1,12
63,34,1,13
63,34,1,4
63,34,1,21
63,34,1,8
63,34,1,2
63,34,2.17,4
63,34,2.02,108
215,34,1,5
216,34,1,3
216,34,1,1
216,34,1.64,2
216,34,1.22,3
216,34,1,4
216,34,1.38,4
216,34,1,34
216,34,1,6
216,34,1,7
216,34,1,11
216,34,1,5
216,34,1,23
216,34,1,5
216,34,1,23
216,34,1,15
216,34,2.1,6
216,34,1,12
216,34,1,16
216,34,1.4,52
216,34,1,2
216,34,1,1
216,34,1,1
216,34,1.11,12
216,34,1,46
216,34,1.08,17
216,34,1,8
216,34,1.62,2
216,34,1.28,1
216,34,1,1
216,34,1,1
216,34,1,1
216,34,1,14
216,34,1,9
216,34,1,13
216,34,1,8
217,34,1,3
217,34,2.3,3
220,34,1,3
220,34,1,16
220,34,1,7
220,34,1,6
220,34,2.3,6
220,34,2.3,15
220,34,1.3,10
220,34,1,14
220,34,1,28
220,34,1,40
220,34,1,11
220,34,1,16
220,34,1,15
220,34,1,12
68,34,4.27,43
68,34,2.29,14
68,34,1.21,22
68,34,1,15
68,34,1.37,26
218,34,1.3,10
218,34,1.58,8
218,34,1,4
218,34,1.4,5
218,34,1.18,4
218,34,1,23
218,34,1,14
218,34,1,7
218,34,1.7,14
218,34,1,17
218,34,2.3,18
218,34,1.73,5
218,34,1,2
218,34,1.1,27
218,34,1,4
218,34,1,1
218,34,2.3,3
218,34,1,2
218,34,1.7,1
218,34,1,1
218,34,2.1,1
206,34,2.5,23
206,34,1.1,29
206,34,1.1,1
206,5,1.7,31
206,5,1,15
206,5,1.1,93
206,5,1.7,23
206,5,1.5,25
223,5,1.2,5
224,5,1,2
224,5,1,1
227,5,1,2
227,5,1,2
227,5,1,7
227,5,1,7
227,5,1,2
227,5,1,1
227,5,1,2
227,5,1,3
227,5,1,1
227,5,1,1
232,5,1,1
234,5,1,1
234,5,1,8
234,5,1,67
234,5,1,19
234,5,1,5
234,5,2.3,4
234,5,1.3,1
234,5,1,1
234,5,1.1,1
234,5,1,1
234,5,1,2
234,5,1,1
234,5,1,1
234,5,1,1
234,5,1.4,38
234,5,1.28,34
234,5,1.1,87
238,5,1,57
237,5,1.55,6
237,5,1,59
237,5,2.81,9
237,5,1,4
237,5,1.7,7
237,5,1.48,3
237,5,2.08,6
237,5,2.64,4
237,5,2.3,4
237,5,1,3
237,5,1.38,5
235,5,1,5
236,5,2.3,4
236,5,1.7,4
236,5,1,3
236,5,1.93,2
236,5,1.27,5
236,5,3.04,5
236,5,2.15,2
236,5,1.64,3
236,5,2.7,51
236,5,3.22,7
236,5,1.89,1
236,5,1.23,2
236,5,3.5,2
236,5,2.3,2
236,5,2.3,4
236,5,1,1
236,5,3.7,2
236,5,2.3,2
236,5,2.46,1
236,5,1.96,2
236,5,1.71,2
236,5,1,2
236,5,2.3,37
236,5,1,30
236,5,2.5,31
236,5,1,28
236,5,1.7,72
239,5,1.08,64
239,5,2.1,25
239,5,1.1,38
239,5,1.42,44
239,5,1.45,31
239,5,1.1,19
239,5,2.6,42
239,5,2.3,21
239,5,1.08,3
239,5,1.05,4
239,5,1,2
239,5,1.62,2
239,5,1.4,1
239,5,1.7,3
239,5,1.02,2
239,5,1,2
239,5,1,1
239,5,1.3,1
239,5,1.85,1
239,5,2.3,35
239,5,1,47
239,5,1.46,48
239,5,1,54
239,5,1,27
239,5,1.1,24
239,5,1,92
239,5,1,66
239,5,1.42,10
239,5,1,5
239,5,1,33
239,5,2.3,30
242,5,1.04,20
242,5,1.83,19
242,5,1.72,37
243,5,1,16
244,5,1,22
244,5,1,40
244,5,1,64
244,5,2.3,34
244,5,1,16
244,5,2,9
244,5,1,13
244,5,1.63,25
244,5,1,2
244,5,1.75,19
244,5,1,18
244,5,1,21
244,5,1,71
244,5,1.1,88
244,5,1,31
244,5,1.9,39
244,5,1.13,96
244,5,2.6,12
244,5,1.01,48
244,5,1,106
244,5,2.3,16
244,5,1.22,33
244,5,1.7,23
246,5,1.4,39
246,5,1,23
246,5,1,20
246,5,1.85,33
246,5,2.3,11
246,5,1.7,15
246,5,1,24
246,5,1,71
246,5,1,98
246,5,1,29
246,5,1,28
246,5,1.1,22
246,5,1.48,28
246,26,1,25
246,26,1,100
246,26,1,10
246,26,1,1
246,26,1,38
246,26,1,6
246,26,1,1
246,26,1,1
246,26,1,1
251,26,1,1
251,26,1,1
251,26,1,4
251,26,1,1
251,26,1,4
251,26,1,15
251,26,1.25,1
251,26,1,12
251,26,2.3,1
251,26,1,4
251,26,1,21
251,26,1,25
251,26,1,28
251,26,1,2
251,26,1.7,1
251,26,1,1
251,26,1,23
251,26,1,8
251,26,1,7
251,26,1.08,2
251,26,1,4
251,26,2.3,15
251,26,1,1
251,26,1,1
251,26,1,1
251,26,1.07,1
251,26,1.07,1
251,26,1.1,1
251,26,1,14
251,26,2.3,3
251,26,1.7,6
251,26,1,1
251,26,1,5
251,26,1,1
251,26,1,1
251,26,1,6
248,26,1,6
249,26,1.58,2
249,26,2.08,5
249,26,1.76,15
249,26,1,5
249,26,1.54,1
249,26,2.91,2
249,26,1,2
249,26,1,9
249,26,1.05,12
249,26,1.68,10
249,26,2.55,5
249,26,2.08,6
249,26,1,7
249,26,2.7,5
249,26,1,9
249,26,1.4,1
249,26,1.7,1
249,26,1.02,2
249,26,1.1,2
249,26,2.53,1
249,26,1.87,2
249,26,2.52,2
249,26,2.53,1
249,26,1.95,2
249,26,1.94,5
249,26,1.97,3
249,26,2.6,1
249,26,2.3,2
249,26,1.7,1
249,26,2.87,2
249,26,2.55,3
249,26,1,10
249,26,2.3,20
249,26,1.35,8
249,26,1.05,13
254,26,1,9
254,26,1.7,13
254,26,1.87,1
254,26,2.3,1
257,26,2.9,1
257,26,1,19
257,26,1,14
257,26,1,5
257,26,1,3
257,26,1.19,4
257,26,1,7
257,26,1.28,4
257,26,1,11
257,26,1,11
257,26,1.1,10
257,26,1,31
257,26,1,12
257,26,2.9,20
257,26,1,11
257,26,1.58,25
257,26,2.3,7
257,26,2,14
257,26,1,7
257,26,1,3
257,33,2.9,17
257,33,1.4,2
257,33,2.3,19
257,33,2.3,2
257,33,1,24
257,33,1.28,21
257,33,1,13
257,33,1,4
257,33,2.3,2
257,33,2,2
236,33,1.7,1
236,33,1.9,1
236,33,2.9,1
236,33,1.1,2
260,33,1.76,4
260,33,1,5
260,33,1.7,9
260,33,1.11,32
262,33,4.99,3
262,33,4.99,16
262,33,4.99,2
262,33,4.99,1
262,33,4.99,7
262,33,4.99,1
262,33,4.99,1
262,33,4.99,22
262,33,4.99,19
262,33,4.99,9
259,33,1,7
254,33,2.87,6
254,33,1.71,5
254,33,1,8
254,33,1.09,49
237,33,2.88,1
237,33,2.27,5
237,33,1,3
237,33,1.08,2
237,33,1,3
237,33,1.1,1
237,33,1,1
237,33,1.1,3
237,33,1,5
262,33,1.54,2
262,33,1,20
237,33,1.1,25
237,33,1.1,76
237,33,1,3
237,33,1,2
237,33,1,17
237,33,1.1,23
237,33,1,7
237,33,1,2
237,33,1,42
237,33,1,68
262,33,1.91,29
269,33,2.3,45
269,33,1,31
269,33,1,28
267,33,1,23
261,33,2.3,49
261,33,1,27
261,36,1.78,246
261,36,1,747
261,36,1,13
261,36,1,13
261,36,1,36
261,36,1,3
261,36,1,3
261,36,1,2
261,36,1.86,61
261,36,1.81,85
272,36,1.4,3
273,36,1,2
273,36,1,3
271,36,2.9,1
271,36,1.1,97
271,36,1,93
271,27,1,105
268,27,1,97
268,27,1,3
268,27,1,12
274,27,1,21
274,27,1.7,9
274,19,1.7,40
274,19,3.12,51
274,19,3.05,158
274,19,3.62,30
274,19,1.36,2
274,19,2.01,10
274,19,2.07,2
274,19,1.85,4
274,19,4.26,2
274,19,1,11
274,19,1.7,1
274,19,1.7,1
274,19,2.3,9
274,19,1.7,1
274,19,1,1
274,19,5,2
274,19,1.42,1
274,19,1.4,2
274,19,1,198
274,19,1,5
213,19,1.61,7
213,19,1,3
213,19,1.64,2
274,19,2,2
274,19,1,3
274,19,1,2
274,19,1,2
274,19,2.02,2
274,19,1,1
274,19,1.07,1
276,19,1.52,1
276,19,1,1
276,19,1.7,1
273,19,2.3,1
277,19,1.58,105
277,19,1,146
277,19,1.33,85
277,19,2.3,2
277,19,2.8,1
277,19,3.5,2
277,19,4.18,127
277,19,2.11,33
277,19,1,128
277,19,2.73,159
277,19,1.57,62
277,19,1.77,143
277,19,1.38,76
277,19,1,105
277,32,1,7
277,32,1.08,34
277,32,1.14,10
277,32,1.8,15
277,32,3.63,3
277,32,2.04,1
277,32,1,1
277,32,1.01,23
277,32,1,47
277,32,2.29,5
278,32,2.79,42
278,32,1.29,59
278,32,1.5,10
278,32,2.3,15
278,32,3.94,2
278,32,2.78,1
278,32,1.12,3
278,32,1,1
278,32,1.7,3
278,32,1,3
278,32,3.86,68
278,32,2.12,10
278,32,1,7
278,32,1.3,6
278,32,3.59,20
278,32,2.21,2
278,32,2.19,1
278,32,4,1
278,32,2.42,2
278,32,2.38,1
278,32,2.33,3
278,32,1.65,1
278,32,3.57,1
278,32,2.8,27
278,25,1.23,5
278,25,1.66,5
278,25,1.34,7
205,25,2.19,5
205,25,1.39,7
280,25,1.83,7
280,25,1.7,4
280,25,1.48,6
280,25,1.82,7
282,25,1,19
282,25,1.67,4
282,25,1,9
282,25,1,15
282,25,1.65,15
282,25,2.02,8
282,25,2.64,8
282,25,2.29,29
282,25,1.04,29
282,25,1,6
282,25,1.64,6
282,25,1.73,15
282,25,1.1,15
282,25,1,11
282,25,1.36,11
281,25,1.4,7
281,25,1,7
281,25,1.7,55
281,25,2.9,55
281,25,1,7
281,25,1,7
281,25,1.9,51
281,25,1,51
281,25,2.9,4
281,25,1,4
281,25,1,11
281,25,1,3
281,25,1,5
281,25,2.3,12
281,25,2.1,7
281,25,1,5
281,25,2.15,3
281,25,1,5
281,25,2.9,9
281,25,1.1,2
281,25,1.9,6
281,25,1.9,16
281,25,1,1
281,25,1,1
281,25,1.7,17
281,25,2.1,1
281,25,1.3,4
284,25,1.79,10
284,25,3.61,15
286,25,1.02,14
273,25,1,1
273,25,1,1
273,25,1,1
273,25,1,3
273,25,1,7
273,25,1.29,1
273,25,1.8,14
273,25,1,2
273,25,1,7
273,25,1,28
273,25,1,46
273,25,1,2
273,25,1.7,2
273,25,1,2
273,25,1.42,1
273,25,1,1
273,25,1,1
273,25,1,1
273,25,1,2
273,25,1,6
273,25,1,7
273,25,1.61,7
273,25,1,1
273,25,2.9,9
273,25,1.74,1
273,25,1,6
273,25,1.58,1
273,25,1,1
273,25,1,12
273,25,1,3
273,25,1,1
273,25,1,9
284,25,1,6
283,25,1,24
283,25,1,29
283,25,1,11
283,25,1.5,4
283,25,2.3,23
283,25,1.85,115
283,25,1,115
283,25,1,93
283,25,1.7,93
283,25,1.7,13
283,25,2.3,13
283,25,1.1,3
283,25,1.7,2
283,25,1,1
283,25,1.4,1
283,25,1,1
283,25,2.7,344
283,25,1.62,3
283,25,2.15,5
283,25,1.85,6
283,25,1,1
283,25,1.4,1
283,25,1,2
283,25,2.1,3
283,25,1,19
283,25,1,8
283,25,1,1
283,25,1,6
195,25,1.39,1
284,25,1.52,1
284,25,2.05,1
284,25,1.52,7
284,25,1,18
284,25,1.78,8
284,25,1,1
284,25,1.22,1
284,25,1,6
284,25,1.67,7
284,25,1.34,4
284,25,1,18
284,25,1.17,14
284,25,1,8
284,25,1,6
284,25,1.18,6
284,25,1.56,38
284,25,1,7
284,25,1,4
284,25,1.21,16
284,25,1.49,5
284,25,1.93,5
284,25,1.35,7
284,25,2.18,7
284,25,1,10
284,25,1,10
